tranid,stock,symbol,exchange,currency,price,approved
740,Potbelly Corporation,PBPB,NASDAQ,PHP,97,FALSE
741,Galectin Therapeutics Inc.,GALT,NASDAQ,MAD,22,FALSE
742,"Salisbury Bancorp, Inc.",SAL,NASDAQ,EUR,19,FALSE
743,Global Indemnity Limited,GBLIL,NASDAQ,IDR,6,FALSE
744,IDT Corporation,IDT,NYSE,CNY,43,FALSE
745,Nuveen All Cap Energy MLP Opportunities Fund,JMLP,NYSE,IDR,34,FALSE
746,"SunCoke Energy Partners, L.P.",SXCP,NYSE,CNY,54,FALSE
747,Mid Penn Bancorp,MPB,NASDAQ,BRL,17,FALSE
748,Vical Incorporated,VICL,NASDAQ,EUR,90,FALSE
749,"PFSweb, Inc.",PFSW,NASDAQ,CNY,19,FALSE
750,"Kona Grill, Inc.",KONA,NASDAQ,PHP,41,FALSE
751,"Blue Buffalo Pet Products, Inc.",BUFF,NASDAQ,IDR,70,FALSE
752,Scorpio Bulkers Inc.,SLTB,NYSE,EUR,19,FALSE
753,"CBIZ, Inc.",CBZ,NYSE,BGN,37,FALSE
754,"Aemetis, Inc",AMTX,NASDAQ,CNY,93,FALSE
755,Fulton Financial Corporation,FULT,NASDAQ,CNY,75,FALSE
756,"Altimmune, Inc.",ALT,NASDAQ,CNY,21,FALSE
757,Eaton Vance Tax-Managed Buy-Write Income Fund,ETB,NYSE,RUB,56,FALSE
758,iPass Inc.,IPAS,NASDAQ,CNY,10,FALSE
759,CECO Environmental Corp.,CECE,NASDAQ,BRL,74,FALSE
760,Denbury Resources Inc.,DNR,NYSE,CNY,13,FALSE
761,Potash Corporation of Saskatchewan Inc.,POT,NYSE,IDR,64,FALSE
762,PowerShares FTSE International Low Beta Equal Weight Portfolio,IDLB,NASDAQ,CNY,94,FALSE
763,FMC Corporation,FMC,NYSE,EUR,67,FALSE
764,REGENXBIO Inc.,RGNX,NASDAQ,EUR,47,FALSE
765,Special Opportunities Fund Inc.,SPE,NYSE,PLN,71,FALSE
766,"American Railcar Industries, Inc.",ARII,NASDAQ,SEK,81,FALSE
767,Gafisa SA,GFA,NYSE,PHP,9,FALSE
768,"Viking Therapeutics, Inc.",VKTXW,NASDAQ,COP,65,FALSE
769,"Dicerna Pharmaceuticals, Inc.",DRNA,NASDAQ,BOB,45,FALSE
770,OceanFirst Financial Corp.,OCFC,NASDAQ,JPY,52,FALSE
771,"Dollar Tree, Inc.",DLTR,NASDAQ,CNY,68,FALSE
772,"Validus Holdings, Ltd.",VR,NYSE,MGA,91,FALSE
773,"Mondelez International, Inc.",MDLZ,NASDAQ,CAD,50,FALSE
774,Pacific Mercantile Bancorp,PMBC,NASDAQ,RUB,90,FALSE
775,Drive Shack Inc.,DS,NYSE,RUB,14,FALSE
776,"Keryx Biopharmaceuticals, Inc.",KERX,NASDAQ,THB,73,FALSE
777,"Chanticleer Holdings, Inc.",HOTR,NASDAQ,IDR,95,FALSE
778,"Atwood Oceanics, Inc.",ATW,NYSE,IDR,91,FALSE
779,Valero Energy Partners LP,VLP,NYSE,PHP,76,FALSE
780,"SPX FLOW, Inc.",FLOW,NYSE,EUR,73,FALSE
781,"Citi Trends, Inc.",CTRN,NASDAQ,SYP,41,FALSE
782,"BMC Stock Holdings, Inc.",BMCH,NASDAQ,RUB,66,FALSE
783,Leju Holdings Limited,LEJU,NYSE,ILS,70,FALSE
784,PowerShares DWA Tactical Sector Rotation Portfolio,DWTR,NASDAQ,EUR,18,FALSE
785,"Ignyta, Inc.",RXDX,NASDAQ,IDR,55,FALSE
786,MB Financial Inc.,MBFIP,NASDAQ,BRL,22,FALSE
787,"Fauquier Bankshares, Inc.",FBSS,NASDAQ,XAF,30,FALSE
788,"PrivateBancorp, Inc.",PVTB,NASDAQ,PEN,18,FALSE
789,Educational Development Corporation,EDUC,NASDAQ,NGN,36,FALSE
790,Regal Entertainment Group,RGC,NYSE,YER,21,FALSE
791,"Hawkins, Inc.",HWKN,NASDAQ,SEK,53,FALSE
792,"Golden Entertainment, Inc.",GDEN,NASDAQ,CNY,55,FALSE
793,"America Movil, S.A.B. de C.V.",AMX,NYSE,EUR,74,FALSE
794,Entertainment Gaming Asia Incorporated,EGT,NASDAQ,IDR,98,FALSE
795,"ClearOne, Inc.",CLRO,NASDAQ,EUR,49,FALSE
796,"TSR, Inc.",TSRI,NASDAQ,PLN,6,FALSE
797,Inpixon ,INPX,NASDAQ,PHP,33,FALSE
798,"Achaogen, Inc.",AKAO,NASDAQ,CNY,85,FALSE
799,"Span-America Medical Systems, Inc.",SPAN,NASDAQ,CNY,43,FALSE
800,"Deswell Industries, Inc.",DSWL,NASDAQ,CNY,36,FALSE
801,Liberty Interactive Corporation,QVCA,NASDAQ,BGN,39,FALSE
802,Allstate Corporation (The),ALL^E,NYSE,BRL,8,FALSE
803,VEREIT Inc.,VER^F,NYSE,EUR,17,FALSE
804,Fabrinet,FN,NYSE,EUR,70,FALSE
805,Bank of Hawaii Corporation,BOH,NYSE,CNY,78,FALSE
806,"Hologic, Inc.",HOLX,NASDAQ,IDR,1,FALSE
807,"Nexeo Solutions, Inc.",NXEOU,NASDAQ,CAD,93,FALSE
808,Oshkosh Corporation,OSK,NYSE,EUR,94,FALSE
809,"Global Ship Lease, Inc.",GSL,NYSE,EUR,35,FALSE
810,Molson Coors Brewing  Company,TAP,NYSE,BRL,31,FALSE
811,"Cypress Energy Partners, L.P.",CELP,NYSE,IDR,14,FALSE
812,Golden Ocean Group Limited,GOGL,NASDAQ,CNY,53,FALSE
813,Triangle Capital Corporation,TCCA,NYSE,EUR,33,FALSE
814,Booz Allen Hamilton Holding Corporation,BAH,NYSE,RUB,49,FALSE
815,ON Semiconductor Corporation,ON,NASDAQ,ZAR,20,FALSE
816,"EV Energy Partners, L.P.",EVEP,NASDAQ,TZS,20,FALSE
817,AC Immune SA,ACIU,NASDAQ,UAH,51,FALSE
818,"Boston Private Financial Holdings, Inc.",BPFHW,NASDAQ,COP,14,FALSE
819,Neovasc Inc.,NVCN,NASDAQ,CNY,53,FALSE
820,"TESARO, Inc.",TSRO,NASDAQ,GYD,17,FALSE
821,National Retail Properties,NNN^E,NYSE,BRL,19,FALSE
822,Duke Energy Corporation,DUK,NYSE,RUB,48,FALSE
823,AmeriServ Financial Inc.,ASRVP,NASDAQ,CNY,18,FALSE
824,CymaBay Therapeutics Inc.,CBAY,NASDAQ,IQD,77,FALSE
825,Blackrock Health Sciences Trust,BME,NYSE,UAH,24,FALSE
826,"Charles River Laboratories International, Inc.",CRL,NYSE,PLN,87,FALSE
827,"Quintiles IMS Holdings, Inc.",Q,NYSE,IRR,89,FALSE
828,Midatech Pharma PLC,MTP,NASDAQ,KES,2,FALSE
829,"Huaneng Power International, Inc.",HNP,NYSE,CNY,99,FALSE
830,"Enova International, Inc.",ENVA,NYSE,BRL,50,FALSE
831,Hutchison China MediTech Limited,HCM,NASDAQ,IDR,91,FALSE
832,MFC Bancorp Ltd.,MFCB,NYSE,IDR,7,FALSE
833,"Watsco, Inc.",WSO,NYSE,LKR,35,FALSE
834,"FTD Companies, Inc.",FTD,NASDAQ,EUR,26,FALSE
835,First Trust Nasdaq Semiconductor ETF,FTXL,NASDAQ,KPW,97,FALSE
836,"IF Bancorp, Inc.",IROQ,NASDAQ,PHP,78,FALSE
837,"Transcat, Inc.",TRNS,NASDAQ,IDR,83,FALSE
838,"Aerojet Rocketdyne Holdings, Inc. ",AJRD,NYSE,BTN,83,FALSE
839,Milacron Holdings Corp.,MCRN,NYSE,EGP,69,FALSE
840,"ING Group, N.V.",ISP,NYSE,CNY,67,FALSE
841,CAE Inc,CAE,NYSE,THB,58,FALSE
842,The Cushing MLP Total Return Fund,SRV,NYSE,RUB,58,FALSE
843,Nuveen Energy MLP Total Return Fund,JMF,NYSE,EUR,25,FALSE
844,"Westbury Bancorp, Inc.",WBB,NASDAQ,PHP,39,FALSE
845,Principal Healthcare Innovators Index ETF,BTEC,NASDAQ,EUR,70,FALSE
846,"Blackrock MuniAssets Fund, Inc.",MUA,NYSE,UAH,75,FALSE
847,The RMR Group Inc.,RMR,NASDAQ,CNY,64,FALSE
848,First Trust Switzerland AlphaDEX Fund,FSZ,NASDAQ,NGN,21,FALSE
849,"Accelerate Diagnostics, Inc.",AXDX,NASDAQ,CNY,11,FALSE
850,iShares Asia 50 ETF,AIA,NASDAQ,EUR,28,FALSE
851,"Cotiviti Holdings, Inc.",COTV,NYSE,NGN,77,FALSE
852,Rogers Corporation,ROG,NYSE,JPY,72,FALSE
853,BlackRock Energy and Resources Trust,BGR,NYSE,CNY,62,FALSE
854,"Blackrock MuniYield Fund, Inc.",MYD,NYSE,USD,1,FALSE
855,"Snyder&#39;s-Lance, Inc.",LNCE,NASDAQ,JPY,5,FALSE
856,Cheetah Mobile Inc.,CMCM,NYSE,CNY,85,FALSE
857,"Mellanox Technologies, Ltd.",MLNX,NASDAQ,EUR,23,FALSE
858,"CBOE Holdings, Inc.",CBOE,NASDAQ,PHP,42,FALSE
859,"Bojangles&#39;, Inc.",BOJA,NASDAQ,CNY,91,FALSE
860,Liberty Media Corporation,FWONK,NASDAQ,BRL,76,FALSE
861,Public Storage,PSA^B,NYSE,IDR,17,FALSE
862,"Raymond James Financial, Inc.",RJF,NYSE,VND,16,FALSE
863,Ericsson,ERIC,NASDAQ,RUB,69,FALSE
864,Seacoast Banking Corporation of Florida,SBCF,NASDAQ,NOK,96,FALSE
865,VEREIT Inc.,VER,NYSE,SEK,62,FALSE
866,Arthur J. Gallagher & Co.,AJG,NYSE,CNY,71,FALSE
867,Internet Gold Golden Lines Ltd.,IGLD,NASDAQ,IDR,49,FALSE
868,Independence Holding Company,IHC,NYSE,IDR,41,FALSE
869,"American Financial Group, Inc.",AFA,NYSE,SLL,46,FALSE
870,Hersha Hospitality Trust,HT^C,NYSE,RUB,25,FALSE
871,"Quanta Services, Inc.",PWR,NYSE,SEK,96,FALSE
872,"HV Bancorp, Inc.",HVBC,NASDAQ,IDR,33,FALSE
873,Xactly Corporation,XTLY,NYSE,YER,16,FALSE
874,"Mizuho Financial Group, Inc.",MFG,NYSE,GBP,51,FALSE
875,"Heartland Financial USA, Inc.",HTLF,NASDAQ,THB,58,FALSE
876,Bank Of New York Mellon Corporation (The),BK,NYSE,EUR,68,FALSE
877,Acuity Brands Inc,AYI,NYSE,KZT,55,FALSE
878,KBS Fashion Group Limited,KBSF,NASDAQ,PEN,48,FALSE
879,Moelis & Company,MC,NYSE,CZK,51,FALSE
880,KKR & Co. L.P.,KKR^B,NYSE,RUB,72,FALSE
881,West Corporation,WSTC,NASDAQ,IDR,11,FALSE
882,"United Bancorp, Inc.",UBCP,NASDAQ,COP,24,FALSE
883,Luxfer Holdings PLC,LXFR,NYSE,IDR,15,FALSE
884,"Veracyte, Inc.",VCYT,NASDAQ,BIF,82,FALSE
885,National Holdings Corporation,NHLDW,NASDAQ,RSD,59,FALSE
886,"Banco Santander, S.A.",SAN,NYSE,BRL,74,FALSE
887,Balchem Corporation,BCPC,NASDAQ,CZK,8,FALSE
888,"TechTarget, Inc.",TTGT,NASDAQ,SEK,5,FALSE
889,Brandywine Realty Trust,BDN,NYSE,BRL,60,FALSE
890,Taiwan Semiconductor Manufacturing Company Ltd.,TSM,NYSE,CNY,55,FALSE
891,"Leggett & Platt, Incorporated",LEG,NYSE,CNY,30,FALSE
892,Astoria Financial Corporation,AF^C,NYSE,CNY,32,FALSE
893,Albemarle Corporation,ALB,NYSE,DKK,83,FALSE
894,First Trust Nasdaq Semiconductor ETF,FTXL,NASDAQ,USD,79,FALSE
895,VelocityShares 3x Inverse Silver ETN,DSLV,NASDAQ,PYG,94,FALSE
896,Zoetis Inc.,ZTS,NYSE,BRL,67,FALSE
897,GasLog Partners LP,GLOP,NYSE,PHP,1,FALSE
898,"Banc of California, Inc.",BANC^D,NYSE,EUR,45,FALSE
899,"AutoNation, Inc.",AN,NYSE,EUR,39,FALSE
900,Diodes Incorporated,DIOD,NASDAQ,EUR,4,FALSE
901,Pioneer High Income Trust,PHT,NYSE,CNY,24,FALSE
902,"Automatic Data Processing, Inc.",ADP,NASDAQ,MKD,6,FALSE
903,"Advanced Drainage Systems, Inc.",WMS,NYSE,JPY,20,FALSE
904,Evogene Ltd.,EVGN,NASDAQ,CNY,26,FALSE
905,Boeing Company (The),BA,NYSE,PLN,92,FALSE
906,"Biostar Pharmaceuticals, Inc.",BSPM,NASDAQ,CNY,80,FALSE
907,"SunTrust Banks, Inc.",STI.WS.A,NYSE,CAD,25,FALSE
908,"Verisk Analytics, Inc.",VRSK,NASDAQ,SEK,11,FALSE
909,First Trust Large Cap Core AlphaDEX Fund,FEX,NASDAQ,AZN,86,FALSE
910,Crestwood Equity Partners LP,CEQP,NYSE,UAH,35,FALSE
911,"Patterson Companies, Inc.",PDCO,NASDAQ,CNY,76,FALSE
912,"PNC Financial Services Group, Inc. (The)",PNC.WS,NYSE,EUR,33,FALSE
913,"NexPoint Residential Trust, Inc.",NXRT,NYSE,VND,33,FALSE
914,Viacom Inc.,VIAB,NASDAQ,EUR,70,FALSE
915,First Trust NASDAQ Cybersecurity ETF,CIBR,NASDAQ,IDR,81,FALSE
916,United Community Bancorp,UCBA,NASDAQ,PHP,60,FALSE
917,Unisys Corporation,UIS,NYSE,CNY,84,FALSE
918,"GlassBridge Enterprises, Inc.",GLA,NYSE,RUB,100,FALSE
919,"AmTrust Financial Services, Inc.",AFSI^F,NYSE,HRK,14,FALSE
920,KLX Inc.,KLXI,NASDAQ,RUB,72,FALSE
921,Incyte Corporation,INCY,NASDAQ,EUR,68,FALSE
922,"MuleSoft, Inc.",MULE,NYSE,PEN,87,FALSE
923,"First US Bancshares, Inc.",FUSB,NASDAQ,PLN,29,FALSE
924,Pimco New York Municipal Income Fund II,PNI,NYSE,XAF,76,FALSE
925,"Casella Waste Systems, Inc.",CWST,NASDAQ,CNY,52,FALSE
926,Rite Aid Corporation,RAD,NYSE,VEF,68,FALSE
927,Ampco-Pittsburgh Corporation,AP,NYSE,COP,58,FALSE
928,Baltimore Gas & Electric Company,BGE^B,NYSE,EUR,23,FALSE
929,Dynegy Inc.,DYN,NYSE,CNY,82,FALSE
930,"YuMe, Inc.",YUME,NYSE,PLN,100,FALSE
931,China Yuchai International Limited,CYD,NYSE,CNY,49,FALSE
932,"United Bancorp, Inc.",UBCP,NASDAQ,MMK,23,FALSE
933,Syneron Medical Ltd.,ELOS,NASDAQ,PYG,44,FALSE
934,The9 Limited,NCTY,NASDAQ,PHP,90,FALSE
935,"Lowe&#39;s Companies, Inc.",LOW,NYSE,IDR,63,FALSE
936,PartnerRe Ltd.,PRE^H,NYSE,CNY,21,FALSE
937,POSCO,PKX,NYSE,CNY,73,FALSE
938,Japan Smaller Capitalization Fund Inc,JOF,NYSE,VND,91,FALSE
939,"Workhorse Group, Inc.",WKHS,NASDAQ,EUR,75,FALSE
940,TD Ameritrade Holding Corporation,AMTD,NASDAQ,THB,20,FALSE
941,Markel Corporation,MKL,NYSE,CNY,59,FALSE
942,Seneca Foods Corp.,SENEA,NASDAQ,NGN,100,FALSE
943,FelCor Lodging Trust Incorporated,FCH,NYSE,RUB,92,FALSE
944,"LMI Aerospace, Inc.",LMIA,NASDAQ,NGN,42,FALSE
945,CHS Inc,CHSCP,NASDAQ,PEN,6,FALSE
946,"American Midstream Partners, LP",AMID,NYSE,MAD,81,FALSE
947,Bank Of Montreal,BMLP,NASDAQ,CNY,88,FALSE
948,Stonegate Bank,SGBK,NASDAQ,IDR,75,FALSE
949,"Superior Energy Services, Inc.",SPN,NYSE,CNY,45,FALSE
950,Hutchison China MediTech Limited,HCM,NASDAQ,SEK,94,FALSE
951,Regulus Therapeutics Inc.,RGLS,NASDAQ,JPY,66,FALSE
952,Grupo Supervielle S.A.,SUPV,NYSE,USD,14,FALSE
953,"Honda Motor Company, Ltd.",HMC,NYSE,IDR,9,FALSE
954,Briggs & Stratton Corporation,BGG,NYSE,CUP,38,FALSE
955,"SORL Auto Parts, Inc.",SORL,NASDAQ,RSD,97,FALSE
956,Tsakos Energy Navigation Ltd,TNP^E,NYSE,SDG,98,FALSE
957,"Momenta Pharmaceuticals, Inc.",MNTA,NASDAQ,CNY,99,FALSE
958,MFS Municipal Income Trust,MFM,NYSE,IDR,82,FALSE
959,"Customers Bancorp, Inc",CUBS,NYSE,CNY,41,FALSE
960,National Retail Properties,NNN,NYSE,IDR,67,FALSE
961,"Premier, Inc.",PINC,NASDAQ,PEN,88,FALSE
962,"NexPoint Residential Trust, Inc.",NXRT,NYSE,LAK,40,FALSE
963,Central Garden & Pet Company,CENTA,NASDAQ,THB,15,FALSE
964,W.R. Berkley Corporation,WRB^B,NYSE,UAH,78,FALSE
965,"Kinsale Capital Group, Inc.",KNSL,NASDAQ,RUB,2,FALSE
966,Potlatch Corporation,PCH,NASDAQ,LBP,85,FALSE
967,Humana Inc.,HUM,NYSE,JPY,18,FALSE
968,Braskem S.A.,BAK,NYSE,KRW,39,FALSE
969,Nabors Industries Ltd.,NBR,NYSE,EUR,83,FALSE
970,"Landstar System, Inc.",LSTR,NASDAQ,EUR,56,FALSE
971,Eagle Growth and Income Opportunities Fund,EGIF,NYSE,MKD,53,FALSE
972,TapImmune Inc.,TPIV,NASDAQ,CZK,53,FALSE
973,Jack In The Box Inc.,JACK,NASDAQ,IDR,77,FALSE
974,"Harley-Davidson, Inc.",HOG,NYSE,BRL,88,FALSE
975,"XO Group, Inc.",XOXO,NYSE,TTD,14,FALSE
976,Modern Media Acquisition Corp.,MMDM,NASDAQ,EUR,20,FALSE
977,"Aerojet Rocketdyne Holdings, Inc. ",AJRD,NYSE,CNY,52,FALSE
978,Tenaris S.A.,TS,NYSE,KZT,41,FALSE
979,Banco De Chile,BCH,NYSE,IDR,83,FALSE
980,"Home BancShares, Inc.",HOMB,NASDAQ,RUB,13,FALSE
981,"Alnylam Pharmaceuticals, Inc.",ALNY,NASDAQ,AFN,17,FALSE
982,iShares MSCI Europe Small-Cap ETF,IEUS,NASDAQ,EUR,57,FALSE
983,First Trust Germany AlphaDEX Fund,FGM,NASDAQ,IDR,94,FALSE
984,Sunoco LP,SUN,NYSE,IDR,44,FALSE
985,Coupa Software Incorporated,COUP,NASDAQ,CNY,77,FALSE
986,First Defiance Financial Corp.,FDEF,NASDAQ,EUR,81,FALSE
987,Unico American Corporation,UNAM,NASDAQ,CZK,84,FALSE
988,Seagate Technology PLC,STX,NASDAQ,IDR,67,FALSE
989,Arthur J. Gallagher & Co.,AJG,NYSE,JPY,54,FALSE
990,Barington/Hilco Acquisition Corp.,BHAC,NASDAQ,USD,41,FALSE
991,"Plains Group Holdings, L.P.",PAGP,NYSE,CNY,43,FALSE
992,Canterbury Park Holding Corporation,CPHC,NASDAQ,BYR,45,FALSE
993,"Blackrock MuniYield California Fund, Inc.",MYC,NYSE,RUB,22,FALSE
994,"Parke Bancorp, Inc.",PKBK,NASDAQ,BOB,89,FALSE
995,"Sonus Networks, Inc.",SONS,NASDAQ,TZS,7,FALSE
996,"Apollo Endosurgery, Inc.",APEN,NASDAQ,THB,96,FALSE
997,"Nord Anglia Education, Inc.",NORD,NYSE,EUR,39,FALSE
998,Vonage Holdings Corp.,VG,NYSE,CLP,17,FALSE
999,Apartment Investment and Management Company,AIV,NYSE,ARS,91,FALSE
1000,EPR Properties,EPR^F,NYSE,EUR,22,FALSE
